LocalTime, GPSTime, ESSID, BSSID, Power, Security, Latitude, Longitude, Latitude Error, Longitude Error, Type
2025-04-02 01:24:32,1900-01-00 00:00:00,,60:E7:01:EA:E9:18,-92, ,0.000000,0.000000,0.000,0.000,AP
2025-04-02 01:24:32,1900-01-00 00:00:00,,0C:B6:D2:C1:07:51,-78, ,0.000000,0.000000,0.000,0.000,AP
2025-04-02 01:24:32,1900-01-00 00:00:00,,18:D6:C7:D9:A1:30,-89, ,0.000000,0.000000,0.000,0.000,AP
2025-04-02 01:24:32,1900-01-00 00:00:00,,EC:CB:30:79:EE:CC,-77, ,0.000000,0.000000,0.000,0.000,AP
2025-04-02 01:24:32,1900-01-00 00:00:00,D-Link,0C:B6:D2:C1:07:51,-79, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-04-02 01:24:32,1900-01-00 00:00:00,DJAWEB_44,EC:CB:30:79:EE:CC,-77, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-04-02 01:24:32,1900-01-00 00:00:00,D-Link,0C:B6:D2:C1:07:51,-76, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-04-02 01:24:32,1900-01-00 00:00:00,,08:5A:11:52:3E:F8,-67, ,0.000000,0.000000,0.000,0.000,AP
2025-04-02 01:24:32,1900-01-00 00:00:00,,A0:A3:F0:11:6C:6E,-89, ,0.000000,0.000000,0.000,0.000,AP
2025-04-02 01:24:32,1900-01-00 00:00:00,,96:EA:64:A7:EA:A4,-79,,0.000000,0.000000,0.000,0.000,Client
2025-04-02 01:24:33,1900-01-00 00:00:00,DJAWEB_44,EC:CB:30:79:EE:CC,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-04-02 01:24:33,1900-01-00 00:00:00,,EC:CB:30:2E:8F:60,-81, ,0.000000,0.000000,0.000,0.000,AP
2025-04-02 01:24:33,1900-01-00 00:00:00,DJAWEB_2016,EC:CB:30:2E:8F:60,-80, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-04-02 01:24:33,1900-01-00 00:00:00,,1C:5F:2B:D0:E1:D7,-74, ,0.000000,0.000000,0.000,0.000,AP
2025-04-02 01:24:33,1900-01-00 00:00:00,DJAWEB_44,EC:CB:30:79:EE:CC,-39, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-04-02 01:24:33,1900-01-00 00:00:00,,D8:32:14:44:5A:E8,-47, ,0.000000,0.000000,0.000,0.000,AP
2025-04-02 01:24:34,1900-01-00 00:00:00,,50:0F:F5:92:C7:D1,-91, ,0.000000,0.000000,0.000,0.000,AP
2025-04-02 01:24:34,1900-01-00 00:00:00,DJAWEB_44,EC:CB:30:79:EE:CC,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-04-02 01:24:34,1900-01-00 00:00:00,Emirelbihar7,1C:5F:2B:D0:E1:D7,-76, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-04-02 01:24:34,1900-01-00 00:00:00,DJAWEB_44,EC:CB:30:79:EE:CC,-40, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-04-02 01:24:34,1900-01-00 00:00:00,DJAWEB_2016,EC:CB:30:2E:8F:60,-78, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-04-02 01:24:34,1900-01-00 00:00:00,DJAWEB_2016,EC:CB:30:2E:8F:60,-79, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-04-02 01:24:34,1900-01-00 00:00:00,DJAWEB_2016,EC:CB:30:2E:8F:60,-79, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-04-02 01:24:34,1900-01-00 00:00:00,,BC:22:28:8C:C1:45,-86, ,0.000000,0.000000,0.000,0.000,AP
